WARNING: [IP_Flow 19-4832] The IP name 'xlnx_axi_dwidth_converter_dm_master' you have specified is long. The Windows operating system has path length limitations. It is recommended you use shorter names to reduce the likelihood of issues.
WARNING: [IP_Flow 19-4832] The IP name 'xlnx_axi_dwidth_converter_dm_slave' you have specified is long. The Windows operating system has path length limitations. It is recommended you use shorter names to reduce the likelihood of issues.
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_clock_converter/xlnx_axi_clock_converter.srcs/sources_1/ip/xlnx_axi_clock_converter/xlnx_axi_clock_converter_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter_dm_master/xlnx_axi_dwidth_converter_dm_master.srcs/sources_1/ip/xlnx_axi_dwidth_converter_dm_master/xlnx_axi_dwidth_converter_dm_master_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter/xlnx_axi_dwidth_converter.srcs/sources_1/ip/xlnx_axi_dwidth_converter/xlnx_axi_dwidth_converter_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter_dm_slave/xlnx_axi_dwidth_converter_dm_slave.srcs/sources_1/ip/xlnx_axi_dwidth_converter_dm_slave/xlnx_axi_dwidth_converter_dm_slave_ooc.xdc'
WARNING: [Synth 8-3332] Sequential element (inst_fifo_gen/gconvfifo.rf/grf.rf/rstblk/ngwrdrst.grst.g7serrst.gnsckt_wrst.gic_rst.rd_rst_wr_ext_reg[3]) is unused and will be removed from module fifo_generator_v13_2_2__parameterized5.
WARNING: [Synth 8-3332] Sequential element (inst_fifo_gen/gconvfifo.rf/grf.rf/rstblk/ngwrdrst.grst.g7serrst.gnsckt_wrst.gic_rst.rd_rst_wr_ext_reg[2]) is unused and will be removed from module fifo_generator_v13_2_2__parameterized5.
WARNING: [Synth 8-3332] Sequential element (inst_fifo_gen/gconvfifo.rf/grf.rf/rstblk/ngwrdrst.grst.g7serrst.gnsckt_wrst.gic_rst.wr_rst_busy_i_reg) is unused and will be removed from module fifo_generator_v13_2_2__parameterized5.
WARNING: [Synth 8-3332] Sequential element (inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.mem/goreg_dm.dout_i_reg[3]) is unused and will be removed from module fifo_generator_v13_2_2__parameterized5.
WARNING: [Synth 8-3332] Sequential element (inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.mem/goreg_dm.dout_i_reg[2]) is unused and will be removed from module fifo_generator_v13_2_2__parameterized5.
WARNING: [Synth 8-350] instance 'lmb_bram_I' of module 'bd_c703_lmb_bram_I_0' requires 16 connections, but only 14 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/bd_0/synth/bd_c703.v:375]
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Synth 8-350] instance 'microblaze_I' of module 'bd_c703_microblaze_I_0' requires 54 connections, but only 53 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/bd_0/synth/bd_c703.v:392]
WARNING: [Synth 8-350] instance 'rst_0' of module 'bd_c703_rst_0_0' requires 10 connections, but only 8 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/bd_0/synth/bd_c703.v:446]
WARNING: [Synth 8-350] instance 'inst' of module 'ila_v6_2_7_ila' requires 1033 connections, but only 1027 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ila/ila.srcs/sources_1/ip/ila/synth/ila.v:3213]
WARNING: [Synth 8-3848] Net sl_iport0 in module/entity ila does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ila/ila.srcs/sources_1/ip/ila/synth/ila.v:102]
WARNING: [Synth 8-3331] design ltlib_v1_0_0_generic_mux has unconnected port SEL_I[0]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port SSRA
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port REGCEA
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port SSRB
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port WEB[0]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[17]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[16]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[15]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[14]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[13]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[12]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[11]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[10]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[9]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[8]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[7]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[6]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[5]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[4]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[3]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[2]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[1]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port DINB[0]
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port INJECTSBITERR
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port INJECTDBITERR
WARNING: [Synth 8-3331] design blk_mem_gen_prim_wrapper has unconnected port ECCPIPECE
WARNING: [Synth 8-3331] design blk_mem_gen_generic_cstr has unconnected port RSTA[0]
WARNING: [Synth 8-3331] design blk_mem_gen_generic_cstr has unconnected port RSTB[0]
WARNING: [Synth 8-3331] design blk_mem_gen_generic_cstr has unconnected port INJECTSBITERR
WARNING: [Synth 8-3331] design blk_mem_gen_generic_cstr has unconnected port INJECTDBITERR
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port CLKB
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port DOUTA_I[3]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port DOUTA_I[2]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port DOUTA_I[1]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port DOUTA_I[0]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port SBITERR_I
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port DBITERR_I
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[9]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[8]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[7]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[6]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[5]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[4]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[3]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[2]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[1]
WARNING: [Synth 8-3331] design blk_mem_output_block has unconnected port RDADDRECC_I[0]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port RSTA
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port ENA
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port REGCEA
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port RSTB
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port REGCEB
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port WEB[0]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port DINB[3]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port DINB[2]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port DINB[1]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port DINB[0]
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port INJECTDBITERR
WARNING: [Synth 8-3331] design blk_mem_input_block has unconnected port INJECTSBITERR
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AClk
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_ARESETN
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWID[3]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWID[2]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWID[1]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWID[0]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[31]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[30]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[29]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[28]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[27]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[26]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[25]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[24]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[23]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[22]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[21]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[20]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[19]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[18]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[17]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[16]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[15]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[14]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[13]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[12]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[11]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[10]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[9]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[8]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[7]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[6]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[5]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[4]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[3]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[2]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[1]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWADDR[0]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWLEN[7]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWLEN[6]
WARNING: [Synth 8-3331] design blk_mem_gen_v8_3_6_synth has unconnected port S_AXI_AWLEN[5]
WARNING: [Synth 8-350] instance 'second_lmb_bram_I' of module 'bd_c703_second_lmb_bram_I_0' requires 16 connections, but only 14 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/bd_0/synth/bd_c703.v:498]
WARNING: [Synth 8-350] instance 'mcs0' of module 'ddr4_microblaze_mcs' requires 40 connections, but only 11 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/rtl/cal/ddr4_ddr4_cal_riu.sv:222]
WARNING: [Synth 8-3936] Found unconnected internal register 'io_address_r2_reg' and it is trimmed from '32' to '28' bits. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/rtl/ip_top/ddr4_ddr4_mem_intfc.sv:504]
WARNING: [Synth 8-3936] Found unconnected internal register 'io_address_r1_reg' and it is trimmed from '32' to '28' bits. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/rtl/ip_top/ddr4_ddr4_mem_intfc.sv:497]
WARNING: [Synth 8-3848] Net cmd_wr_bytes in module/entity ddr4_v2_2_5_axi_w_channel does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/rtl/axi/ddr4_v2_2_axi_w_channel.sv:108]
WARNING: [Synth 8-6104] Input port 'size' has an internal driver [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/rtl/ip_top/ddr4_ddr4.sv:513]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_r_channel has unconnected port mc_app_rd_last
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axlen[7]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axlen[6]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axlen[5]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axlen[4]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axsize[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axsize[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd__parameterized0 has unconnected port axsize[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd__parameterized0 has unconnected port axsize[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd__parameterized0 has unconnected port axsize[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd__parameterized0 has unconnected port axsize[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_cmd_translator__parameterized0 has unconnected port axburst[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arlock[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arlock[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arcache[3]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arcache[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arcache[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arcache[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arprot[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arprot[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_ar_channel has unconnected port arprot[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_b_channel has unconnected port b_resp_rdy
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_w_channel has unconnected port cmd_wr_bytes
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_w_channel has unconnected port awvalid
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_w_channel has unconnected port w_ignore_begin
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_w_channel has unconnected port w_ignore_end
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axlen[7]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axlen[6]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axlen[5]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axlen[4]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axsize[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axsize[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_wrap_cmd has unconnected port axsize[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd has unconnected port axsize[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd has unconnected port axsize[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_incr_cmd has unconnected port axsize[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_cmd_translator has unconnected port axburst[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awlock[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awlock[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awcache[3]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awcache[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awcache[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awcache[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awprot[2]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awprot[1]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port awprot[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_aw_channel has unconnected port cmd_wr_bytes
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized2 has unconnected port ACLK
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized2 has unconnected port ARESET
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice has unconnected port ACLK
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice has unconnected port ARESET
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized1 has unconnected port ACLK
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized1 has unconnected port ARESET
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized0 has unconnected port ACLK
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axic_register_slice__parameterized0 has unconnected port ARESET
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_register_slice has unconnected port S_AXI_AWUSER[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_register_slice has unconnected port S_AXI_WUSER[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_register_slice has unconnected port S_AXI_ARUSER[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_register_slice has unconnected port M_AXI_BUSER[0]
WARNING: [Synth 8-3331] design ddr4_v2_2_5_axi_register_slice has unconnected port M_AXI_RUSER[0]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port MUX_RST[0]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port MEM_LAT_RST
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port MEM_REG_RST
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port MUX_REGCE[0]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port MEM_REGCE
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port WE
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[12]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[11]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[10]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[9]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[8]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[7]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[6]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[5]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[4]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[3]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[2]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[1]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port ADDR_IN[0]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[15]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[14]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[13]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[12]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[11]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[10]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[9]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[8]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[7]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[6]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[5]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[4]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[3]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[2]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[1]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port SBITERRIN[0]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port DBITERRIN[15]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port DBITERRIN[14]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port DBITERRIN[13]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port DBITERRIN[12]
WARNING: [Synth 8-3331] design blk_mem_gen_mux__parameterized2 has unconnected port DBITERRIN[11]
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Designutils 20-1567] Use of 'set_multicycle_path' with '-hold' is not supported by synthesis. The constraint will not be passed to synthesis. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/par/ddr4.xdc:126]
WARNING: [Designutils 20-1567] Use of 'set_false_path' with '-hold' is not supported by synthesis. The constraint will not be passed to synthesis. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/par/ddr4.xdc:133]
WARNING: [Designutils 20-1567] Use of 'set_false_path' with '-hold' is not supported by synthesis. The constraint will not be passed to synthesis. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/ddr4/ddr4.srcs/sources_1/ip/ddr4/par/ddr4.xdc:134]
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Synth 8-115] binding instance 'i_49' in module 'ddr4_v2_2_5_infrastructure' to reference 'keep__31' which has no pins
WARNING: [Synth 8-115] binding instance 'i_50' in module 'ddr4_v2_2_5_infrastructure' to reference 'keep__32' which has no pins
WARNING: [Constraints 18-5210] No constraint will be written out.
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port O4[3] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port O4[2] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port O4[1] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port O4[0] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port ecc_err_addr[51] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port ecc_err_addr[50] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port ecc_err_addr[49] driven by constant 0
WARNING: [Synth 8-3917] design ddr4_v2_2_5_mc__GB0 has port ecc_err_addr[48] driven by constant 0
